요양기관명,종별코드,종별명,시도코드,시도명,시군구코드,시군구명,읍면동,우편번호,주소,전화번호,경도,위도,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
잠실이사랑치과의원,51,치과의원,110000,서울,110018,송파구,,5603,"서울특별시 송파구 백제고분로 261, 소명빌딩 201호.302호 (삼전동)",02-414-4868,127.0955545,37.5027376,19930628,1,0,0,0,0,1,0,0,0,0,0,0,0,0
리드치과의원,51,치과의원,110000,서울,110018,송파구,,5585,"서울특별시 송파구 백제고분로 264, 2층 (삼전동, 호수빌딩)",416-5047,127.095676,37.5022544,20060303,1,0,0,0,0,0,0,0,1,0,0,0,0,0
모든한의원,93,한의원,110000,서울,110018,송파구,,5585,"서울특별시 송파구 백제고분로 264, 호수빌딩 3층 (삼전동)",02-2202-7588,127.095676,37.5022544,20070725,1,0,0,0,0,0,0,0,0,1,0,0,0,0
일층경희한의원,93,한의원,110000,서울,110018,송파구,,5585,"서울특별시 송파구 백제고분로 270, 1층 102호 (삼전동)",02-417-1804,127.0962857,37.5022259,20210111,1,0,0,0,0,0,0,0,0,0,0,0,1,0
서울연세한방병원,92,한방병원,110000,서울,110018,송파구,,5585,"서울특별시 송파구 삼학사로 53, 태영빌딩 (삼전동)",02-573-9573,127.096637,37.5020324,20200424,4,0,0,0,3,0,0,0,0,1,0,0,0,0
푸르내의원,31,의원,110000,서울,110018,송파구,,5602,"서울특별시 송파구 삼학사로 93, 크로바빌딩 2,4,5층 (삼전동)",02-417-7577,127.0969067,37.505683,20200715,2,0,0,0,2,0,0,0,0,0,0,0,0,0
한국병리과의원,31,의원,110000,서울,110018,송파구,,5602,"서울특별시 송파구 삼학사로 93, 함프톤빌딩 3층 (삼전동)",02-420-3620,127.0969067,37.505683,20120717,1,0,0,0,1,0,0,0,0,0,0,0,0,0
황제한의원,93,한의원,110000,서울,110018,송파구,,5679,"서울특별시 송파구 삼학사로 52, (석촌동)",02-421-2492,127.0971885,37.5018924,19940531,1,0,0,0,0,0,0,0,0,1,0,0,0,0
성림내과의원,31,의원,110000,서울,110018,송파구,,5679,"서울특별시 송파구 백제고분로 276, (석촌동, 공익빌딩 203호)",02-420-3308,127.0972748,37.5021105,20010827,2,0,0,0,2,0,0,0,0,0,0,0,0,0
신근만에스마취통증의학과의원,31,의원,110000,서울,110018,송파구,,5679,"서울특별시 송파구 백제고분로 276, 공익빌딩 4층 (석촌동)",02-419-1700,127.0972748,37.5021105,20190227,1,0,0,0,1,0,0,0,0,0,0,0,0,0
새로운치과의원,51,치과의원,110000,서울,110018,송파구,,5679,"서울특별시 송파구 백제고분로 276, 5층 (석촌동, 공익빌딩)",02-421-2875,127.0972748,37.5021105,20100520,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울명인한의원,93,한의원,110000,서울,110018,송파구,,5679,"서울특별시 송파구 백제고분로 276, 공익빌딩 201-1호 (석촌동)",02-421-8875,127.0972748,37.5021105,20180102,1,0,0,0,0,0,0,0,0,1,0,0,0,0
강남본정형외과의원,31,의원,110000,서울,110018,송파구,,5613,"서울특별시 송파구 백제고분로 275, (석촌동, 지하1층일부,2층일부,5층,6층)",02-1899-4320,127.0973444,37.5027812,20160617,5,0,0,0,5,0,0,0,0,0,0,0,0,0
연세고은의원,31,의원,110000,서울,110018,송파구,,5613,"서울특별시 송파구 백제고분로 275, 2층 일부(오른쪽끝)호 (석촌동)",02-425-7277,127.0973444,37.5027812,20230118,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울영플란트치과의원,51,치과의원,110000,서울,110018,송파구,,5613,"서울특별시 송파구 백제고분로 275, 4층 (석촌동)",02-413-2727,127.0973444,37.5027812,20161019,1,0,0,0,0,0,0,0,1,0,0,0,0,0
명쾌한한의원,93,한의원,110000,서울,110018,송파구,,5613,"서울특별시 송파구 백제고분로 275, 4층 (석촌동)",02-402-4523,127.0973444,37.5027812,20161109,1,0,0,0,0,0,0,0,0,1,0,0,0,0
김동열치과의원,51,치과의원,110000,서울,110018,송파구,,5612,"서울특별시 송파구 삼학사로 80, (석촌동)",418-0909,127.0973732,37.5044257,19890426,1,0,0,0,0,1,0,0,0,0,0,0,0,0
잠실맥한의원,93,한의원,110000,서울,110018,송파구,,5612,"서울특별시 송파구 삼학사로 90, 3층 (석촌동)",02-417-8338,127.0974353,37.5051945,20160908,1,0,0,0,0,0,0,0,0,1,0,0,0,0
다나라의원,31,의원,110000,서울,110018,송파구,,5613,"서울특별시 송파구 백제고분로 279, 송파동산빌딩 B1,2~5 층 (석촌동)",02-6959-2075,127.097669,37.5027265,20200424,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다나라한의원,93,한의원,110000,서울,110018,송파구,,5613,"서울특별시 송파구 백제고분로 279, 지하1층,2,3,4층 (석촌동)",02-6959-2075,127.097669,37.5027265,20200424,2,0,0,0,0,0,0,0,0,2,0,0,0,0
메이린의원,31,의원,110000,서울,110018,송파구,,5554,"서울특별시 송파구 올림픽로 240, 롯데호텔월드 지하1층 일부호 (잠실동)",02-2143-1016,127.0981638,37.5110794,20210913,2,2,0,0,0,0,0,0,0,0,0,0,0,0
연피부과의원,31,의원,110000,서울,110018,송파구,,5554,"서울특별시 송파구 올림픽로 240, (잠실동, 롯데월드 잠실점 5층)",02-415-3274,127.0981638,37.5110794,19890621,2,0,0,0,2,0,0,0,0,0,0,0,0,0
유앤아이의원,31,의원,110000,서울,110018,송파구,,5554,"서울특별시 송파구 올림픽로 240, 롯데월드 웰빙센터동 3층 1호 (잠실동)",02-425-6020,127.0981638,37.5110794,20120202,5,4,0,0,1,0,0,0,0,0,0,0,0,0
홍지희내과의원,31,의원,110000,서울,110018,송파구,,5554,"서울특별시 송파구 올림픽로 240, (잠실동, 롯데마트 잠실점 5층)",02-411-0495,127.0981638,37.5110794,20060411,1,0,0,0,1,0,0,0,0,0,0,0,0,0
가인치과교정과치과의원,51,치과의원,110000,서울,110018,송파구,,5554,"서울특별시 송파구 올림픽로 240, (잠실동, 롯데월드)",02-2143-1385,127.0981638,37.5110794,20120228,1,0,0,0,0,0,0,0,1,0,0,0,0,0
가인치과의원,51,치과의원,110000,서울,110018,송파구,,5554,"서울특별시 송파구 올림픽로 240, (잠실동, 롯데월드)",420-2811,127.0981638,37.5110794,20160317,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울메디치치과의원,51,치과의원,110000,서울,110018,송파구,,5554,"서울특별시 송파구 올림픽로 240, (잠실동, 롯데호텔 6층)",02-323-0002,127.0981638,37.5110794,20071210,1,0,0,0,0,0,0,0,1,0,0,0,0,0
서울드림이비인후과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 570, 2층 (신천동, 타워730)",02-415-9430,127.0991124,37.5157873,20170411,1,0,0,0,1,0,0,0,0,0,0,0,0,0
연세올곧은치과교정과치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 570, 타워730 2층 (신천동)",02-6952-0730,127.0991124,37.5157873,20180911,1,0,0,0,0,0,0,0,1,0,0,0,0,0
미래본병원,21,병원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 562, 2,3,8층 (신천동, 한빛프라자,삼성웰리스아파트)",02-1899-5230,127.0995242,37.5153483,20140206,7,0,0,0,7,0,0,0,0,0,0,0,0,0
리엔장의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 562, 4층 (신천동, 웰리스타워,삼성웰리스아파트)",02-423-3625,127.0995242,37.5153483,20201201,3,1,0,0,2,0,0,0,0,0,0,0,0,0
삼성어울림의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 562, 9층 일부 호 (신천동, 한빛프라자,삼성웰리스아파트)",02-2038-0179,127.0995242,37.5153483,20171113,1,0,0,0,1,0,0,0,0,0,0,0,0,0
연세윤피부과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 562, 4층 (신천동, 한빛프라자,삼성웰리스아파트)",02-420-6555,127.0995242,37.5153483,20040602,1,0,0,0,1,0,0,0,0,0,0,0,0,0
잠실서울비뇨의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 562, (신천동)",02-425-0010,127.0995242,37.5153483,20130913,2,0,0,0,2,0,0,0,0,0,0,0,0,0
잠실연세하와유외과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 562, 4층 (신천동, 한빛프라자,삼성웰리스아파트)",02-415-7001,127.0995242,37.5153483,20190605,2,0,0,0,2,0,0,0,0,0,0,0,0,0
스탠다드치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 562, 9층 (신천동, 한빛프라자,삼성웰리스아파트)",02-6485-2828,127.0995242,37.5153483,20161007,5,0,0,0,0,1,0,0,4,0,0,0,0,0
앤한의원,93,한의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 562, 9층 (신천동, 한빛프라자,삼성웰리스아파트)",02-470-0021,127.0995242,37.5153483,20160328,1,0,0,0,0,0,0,0,0,1,0,0,0,0
골드만비뇨의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35길 137, 한국광고문화회관 3층 (신천동)",02-421-7511,127.099648,37.5159178,20200511,2,0,0,0,2,0,0,0,0,0,0,0,0,0
밴스의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35길 137, 한국광고문화회관 12층 2호 (신천동)",02-6951-0655,127.099648,37.5159178,20201231,1,0,0,0,1,0,0,0,0,0,0,0,0,0
유리움한의원,93,한의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35길 137, 한국광고문화회관 11층 (신천동)",02-6713-2517,127.099648,37.5159178,20180220,1,0,0,0,0,0,0,0,0,1,0,0,0,0
베리굿외과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 558, 3층 306호 (신천동, 월드타워빌딩)",02-418-1579,127.0997117,37.5150949,20161017,1,0,0,0,1,0,0,0,0,0,0,0,0,0
잠실SU연세안과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 558, (신천동, 월드타워 305호)",02-3434-1600,127.0997117,37.5150949,20070302,1,0,0,0,1,0,0,0,0,0,0,0,0,0
잠실하늘정신건강의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 558, 월드타워빌딩 2층 201호 (신천동)",02-416-1333,127.0997117,37.5150949,20191127,2,0,0,0,2,0,0,0,0,0,0,0,0,0
서울아르떼치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 558, 3층 306호 (신천동, 월드타워)",02-3434-2828,127.0997117,37.5150949,20080717,1,0,0,0,0,1,0,0,0,0,0,0,0,0
누베베한의원,93,한의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 558, 월드타워빌딩 304호 (신천동)",02-3431-3700,127.0997117,37.5150949,20161005,5,0,0,0,0,0,0,0,0,4,0,0,1,0
로담한의원,93,한의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 송파대로 558, 202호 (신천동, 월드타워빌딩)",02-6929-3655,127.0997117,37.5150949,20170907,2,0,0,0,0,0,0,0,0,2,0,0,0,0
뽀빠이정형외과의원,31,의원,110000,서울,110018,송파구,,5680,"서울특별시 송파구 백제고분로36길 2-1, 2,3,5층 (석촌동)",02-415-0003,127.099756,37.5024998,20050308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성에스디에스(주)부속의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35길 125, B2층 (신천동)",02-6155-0151,127.1006192,37.5163379,20140718,1,0,0,0,1,0,0,0,0,0,0,0,0,0
베스탑비뇨기과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 269, 2층 221호 (신천동, 롯데캐슬골드)",02-416-4747,127.1006486,37.5144295,20051227,2,0,0,0,2,0,0,0,0,0,0,0,0,0
골드캐슬치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 269, 220호 (신천동, 롯데캐슬골드)",02-415-2872,127.1006486,37.5144295,20051220,2,0,0,0,0,1,0,0,1,0,0,0,0,0
한국건강관리협회 건강증진 치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 269, 3층 (신천동, 롯데캐슬골드)",02-2140-6000,127.1006486,37.5144295,20220830,2,0,0,0,0,2,0,0,0,0,0,0,0,0
더공감마취통증의학과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 124, 장미아파트 내제2동 4층 10-1,11-1,12,14,15-1호 (신천동)",02-6952-6877,127.1009378,37.5174925,20230711,1,0,0,0,1,0,0,0,0,0,0,0,0,0
윤석중내과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 124, 장미아파트 에이상가 1동 4층 1,6,11,12,13,14,15호 (신천동)",02-421-9357,127.1009378,37.5174925,19910920,3,0,0,0,3,0,0,0,0,0,0,0,0,0
지내과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 124, (신천동, 장미A상가1동 3층 8호,9호  )",02-424-0218,127.1009378,37.5174925,19961118,1,0,0,0,1,0,0,0,0,0,0,0,0,0
은치과교정과치과의원,51,치과의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 124, 2층 (신천동, 장미아파트 A상가)",2203-9977,127.1009378,37.5174925,20030630,1,0,0,0,0,1,0,0,0,0,0,0,0,0
금문재한의원,93,한의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 124, 장미아파트 에이상가 3층 1호 (신천동)",02-417-1627,127.1009378,37.5174925,20060504,1,0,0,0,0,0,0,0,0,1,0,0,0,0
하늘나무한의원,93,한의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 124, 장미아파트 에이상가 312호 (신천동)",489-1075,127.1009378,37.5174925,20130408,2,0,0,0,0,0,0,0,0,2,0,0,0,0
다미내과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35길 123, 2층 206호 (신천동, 향군타워)",2152-7588,127.1012216,37.5167619,20140901,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울에스바른치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35길 123, 향군타워 202호 (신천동)",02-2152-7575,127.1012216,37.5167619,20191213,1,0,0,0,0,0,0,0,1,0,0,0,0,0
발머스한의원,93,한의원,110000,서울,110018,송파구,,5610,"서울특별시 송파구 석촌호수로 220, (석촌동)",02-2202-7010,127.1013712,37.5069903,20120813,1,0,0,0,0,0,0,0,0,1,0,0,0,0
백운규안과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 1동 306호 (신천동, 장미아파트비상가)",02-415-5100,127.1017233,37.517819,19830427,1,0,0,0,1,0,0,0,0,0,0,0,0,0
상쾌한이비인후과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 1동 307,308호 (신천동, 장미아파트 비상가)",02-413-5075,127.1017233,37.517819,20070213,1,0,0,0,1,0,0,0,0,0,0,0,0,0
임성균피부과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 1동 3층 314호 (신천동)",02-416-0443,127.1017233,37.517819,19941209,1,0,0,0,1,0,0,0,0,0,0,0,0,0
잠실바른정형외과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 2동 3층 301,302,303,316,318호 (신천동)",02-6415-4000,127.1017233,37.517819,20190619,1,0,0,0,1,0,0,0,0,0,0,0,0,0
잠실서울이비인후과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 장미B상가 제2동 305호 (신천동)",02-415-2975,127.1017233,37.517819,20071101,1,0,0,0,1,0,0,0,0,0,0,0,0,0
장종상산부인과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 2동 304호 (신천동, 장미B상가)",02-2203-5150,127.1017233,37.517819,20020218,1,0,0,0,1,0,0,0,0,0,0,0,0,0
행복나루정신건강의학과의원,31,의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 2동 323,324호 (신천동, 장미아파트 비상가)",02-423-4477,127.1017233,37.517819,20161025,1,0,0,0,1,0,0,0,0,0,0,0,0,0
굿모닝치과의원,51,치과의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 장미아파트 B상가 2동 207호 (신천동)",419-2875,127.1017233,37.517819,19831103,1,0,0,0,0,1,0,0,0,0,0,0,0,0
남앤유서울치과의원,51,치과의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 210호 (신천동, 장미B상가)",422-6644,127.1017233,37.517819,19880503,1,0,0,0,0,1,0,0,0,0,0,0,0,0
우리가족치과의원,51,치과의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 5층 515,516호 (신천동, 장미아파트 B상가)",419-7234,127.1017233,37.517819,20050616,1,0,0,0,0,1,0,0,0,0,0,0,0,0
한빛치과의원,51,치과의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 1동 307호 (신천동, 장미아파트 B상가)",2202-2275,127.1017233,37.517819,19940412,1,0,0,0,0,1,0,0,0,0,0,0,0,0
한일치과의원,51,치과의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 B1동 209,212,213호 (신천동)",02-423-3435,127.1017233,37.517819,20191211,1,0,0,0,0,0,0,0,1,0,0,0,0,0
안태호한의원,93,한의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 317호 (신천동)",02-413-3777,127.1017233,37.517819,19900706,1,0,0,0,0,0,0,0,0,1,0,0,0,0
윤경재한의원,93,한의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 1동 4층 6호 (신천동)",02-419-5442,127.1017233,37.517819,19940822,1,0,0,0,0,0,0,0,0,1,0,0,0,0
아이엠유의원,31,의원,110000,서울,110018,송파구,,5608,"서울특별시 송파구 잠실로 156, 잠실광역환승센터 103호 (신천동)",02-417-0500,127.1017527,37.5113201,20181121,3,1,0,0,2,0,0,0,0,0,0,0,0,0
연세샘유영상의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35가길 10, 상가동 2층 (신천동, 잠실 더샵스타파크)",02-419-7700,127.1018717,37.5168526,20221005,1,0,0,0,1,0,0,0,0,0,0,0,0,0
샤인봄의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 293-19, 310,311,312,321호 (신천동, 현대타워아파트)",02-416-8885,127.102499,37.515133,20230711,1,0,0,0,1,0,0,0,0,0,0,0,0,0
스마트의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 293-19, 3층 301,302,303,304,317호 (신천동, 현대타워아파트)",02-421-1175,127.102499,37.515133,20141120,1,1,0,0,0,0,0,0,0,0,0,0,0,0
잠실아이정신건강의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 293-19, (신천동, 현대타워 104호)",02-2202-7512,127.102499,37.515133,20041220,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모나리자치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 293-19, 3층 (신천동, 현대타워아파트)",419-0275,127.102499,37.515133,19991020,1,0,0,0,0,1,0,0,0,0,0,0,0,0
인애한의원,93,한의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 293-19, 201,202,214일부호 (신천동, 현대타워아파트)",02-2042-7582,127.102499,37.515133,20170914,1,0,0,0,0,0,0,0,0,1,0,0,0,0
다옴한의원,93,한의원,110000,서울,110018,송파구,,5690,"서울특별시 송파구 가락로 55, 2층 (석촌동)",02-6953-1075,127.1025117,37.4997156,20161221,1,0,0,0,0,0,0,0,0,1,0,0,0,0
더케어클리닉의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 3층 309,310호 (신천동)",02-6285-2021,127.1025391,37.5145775,20210315,1,0,0,0,1,0,0,0,0,0,0,0,0,0
뷰티라운지의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 12층 1201호 (신천동)",02-2135-1995,127.1025391,37.5145775,20200508,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울삼성여성의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 289, (신천동, 시그마타워 304호)",02-2202-0230,127.1025391,37.5145775,20120907,1,0,0,0,1,0,0,0,0,0,0,0,0,0
시그마마취통증의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 3층 311~313호 (신천동)",02-418-5588,127.1025391,37.5145775,20210326,2,0,0,0,2,0,0,0,0,0,0,0,0,0
잠실수가정의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 305호 (신천동)",02-558-6484,127.1025391,37.5145775,20160630,1,0,0,0,1,0,0,0,0,0,0,0,0,0
잠실숲정신건강의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 신천동동 3층 314호 (신천동)",02-425-0405,127.1025391,37.5145775,20210223,3,0,0,0,3,0,0,0,0,0,0,0,0,0
서울스위트치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 1202호 (신천동)",02-418-7528,127.1025391,37.5145775,20200831,1,0,0,0,0,0,0,0,1,0,0,0,0,0
서현 이-바른치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 289, 306,307호 (신천동, 한라시그마타워)",02-421-2800,127.1025391,37.5145775,19930211,1,0,0,0,0,1,0,0,0,0,0,0,0,0
권영훈한의원,93,한의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로 289, 3층 (신천동, 시그마타워)",417-4001,127.1025391,37.5145775,19980501,1,0,0,0,0,0,0,0,0,1,0,0,0,0
밝은눈안과의원,31,의원,110000,서울,110018,송파구,,5551,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 월드타워동 11층 (신천동)",02-1600-5770,127.1025625,37.5125702,20181217,7,0,0,0,7,0,0,0,0,0,0,0,0,0
오가나셀피부과의원,31,의원,110000,서울,110018,송파구,,5551,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 11층 일부호 (신천동)",02-6959-5955,127.1025625,37.5125702,20230823,1,0,0,0,1,0,0,0,0,0,0,0,0,0
123치과교정과치과의원,51,치과의원,110000,서울,110018,송파구,,5551,"서울특별시 송파구 올림픽로 300, 4층 (신천동)",02-3213-4456,127.1025625,37.5125702,20160701,1,0,0,0,0,0,0,0,1,0,0,0,0,0
가인월드타워치과의원,51,치과의원,110000,서울,110018,송파구,,5551,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 11층 (신천동)",02-3213-4711,127.1025625,37.5125702,20200512,1,0,0,0,0,1,0,0,0,0,0,0,0,0
김정자산부인과의원,31,의원,110000,서울,110018,송파구,,5610,"서울특별시 송파구 석촌호수로 234, (석촌동)",02-415-7718,127.1027538,37.5076546,19851214,1,0,0,0,1,0,0,0,0,0,0,0,0,0
알토란치과의원,51,치과의원,110000,서울,110018,송파구,,5695,"서울특별시 송파구 송파대로37길 88, 3층 (석촌동)",02-2602-2804,127.1028071,37.4990566,20160429,1,0,0,0,0,0,0,0,1,0,0,0,0,0
미래연여성의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35다길 42, 2층 202호 (신천동, 한국루터회관)",02-6012-2220,127.102981,37.515287,20161220,5,0,0,0,5,0,0,0,0,0,0,0,0,0
연세우노비뇨기과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35다길 42, 한국루터회관 5층 (신천동)",02-6424-7175,127.102981,37.515287,20180305,1,0,0,0,1,0,0,0,0,0,0,0,0,0
편안하지흉부외과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35다길 42, 601호 (신천동, 한국루터회관)",02-6424-7979,127.102981,37.515287,20170426,2,0,0,0,2,0,0,0,0,0,0,0,0,0
서울삼성치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35다길 42, 201호 (신천동, 한국루터회관)",02-3431-2828,127.102981,37.515287,20100913,1,0,0,0,0,0,0,0,1,0,0,0,0,0
서울이오스치과교정과치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35다길 42, 2층 (신천동, 한국루터회관)",02-3432-7528,127.102981,37.515287,20150911,1,0,0,0,0,1,0,0,0,0,0,0,0,0
바른사람치과의원,51,치과의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35가길 16, (신천동, SONGPAFUNSTADIUM)",02-6929-2879,127.1030142,37.5162262,20170403,1,0,0,0,0,1,0,0,0,0,0,0,0,0
좋은세상의원,31,의원,110000,서울,110018,송파구,,5690,"서울특별시 송파구 가락로 61, 석촌빌딩 2층 (석촌동)",02-422-8257,127.1031573,37.4999085,20200605,1,0,0,0,1,0,0,0,0,0,0,0,0,0
도림한의원,93,한의원,110000,서울,110018,송파구,,5609,"서울특별시 송파구 백제고분로39길 38, (석촌동)",422-6868,127.1032858,37.5074685,19920316,1,0,0,0,0,0,0,0,0,1,0,0,0,0
감초당한의원,93,한의원,110000,서울,110018,송파구,,5504,"서울특별시 송파구 올림픽로35길 94, 311호 (신천동, 장미3차맨션)",02-413-6207,127.103457,37.5184626,19880321,1,0,0,0,0,0,0,0,0,1,0,0,0,0
석촌봄한의원,93,한의원,110000,서울,110018,송파구,,5615,"서울특별시 송파구 백제고분로37길 8, 2층 (석촌동)",02-2038-3722,127.1035973,37.5041258,20190409,1,0,0,0,0,0,0,0,0,1,0,0,0,0
다온정신건강의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35가길 9, 225호,226호 (신천동, 잠실 푸르지오 월드마크)",02-3432-1027,127.103658,37.5174066,20190423,2,0,0,0,2,0,0,0,0,0,0,0,0,0
연세힐재활의학과의원,31,의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35가길 9, 212~216, 301~308호 (신천동, 잠실푸르지오월드마크)",02-424-7515,127.103658,37.5174066,20131107,1,0,0,0,1,0,0,0,0,0,0,0,0,0
변혁한의원,93,한의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35가길 9, 2층 223호,224호 (신천동)",02-417-1284,127.103658,37.5174066,20140422,1,0,0,0,0,0,0,0,0,0,0,0,1,0
보성한의원,93,한의원,110000,서울,110018,송파구,,5510,"서울특별시 송파구 올림픽로35가길 9, 3층 307,308호 (신천동, 잠실 푸르지오 월드마크)",02-415-7578,127.103658,37.5174066,20030509,1,0,0,0,0,0,0,0,0,0,0,0,1,0
